session_id,target
1,1.3509316476423432e-05
2,1.4905979130347559e-09
3,1.192145851419699e-11
4,2.2035771701918362e-11
5,1.5466611449476192e-05
6,1.7013054904476242e-08
7,1.0865901879124638e-09
8,5.874190464330662e-05
9,4.031031651848982e-09
10,0.0009558964863210293
11,4.793449203855025e-07
12,6.3591141284231e-07
13,2.2177652288168674e-05
14,0.0025130043383704173
15,0.00011909882193007576
16,3.423037755127059e-05
17,7.4330639583903805e-06
18,2.0584107152032351e-07
19,5.0396600822433306e-05
20,2.7259427430941783e-07
21,4.279438486088394e-05
22,1.0152709408435352e-12
23,9.794476120839698e-07
24,3.50181252775899e-07
25,3.906508738795406e-06
26,9.835703724934686e-09
27,1.6472042166461738e-06
28,1.1091630436226808e-11
29,0.000639334477282676
30,1.974180294676752e-05
31,0.039285720316201006
32,0.07875374374526053
33,5.501566613406964e-08
34,6.424287259777185e-08
35,0.00013103583560438196
36,2.1533675508261592e-08
37,3.3509070347993426e-15
38,2.0313713889122655e-07
39,3.3493878636815818e-06
40,2.508491968412278e-10
41,7.293061163637627e-06
42,0.0003076850265827786
43,8.335038386267433e-05
44,2.306869329562982e-10
45,0.6868136624511612
46,0.000356214314538403
47,2.1800065161055877e-05
48,3.2859867317730607e-08
49,2.9508526401808237e-05
50,7.209441125336803e-06
51,4.355991253990992e-13
52,6.683256648288992e-08
53,1.6037697936348703e-06
54,9.910733462498982e-09
55,0.0019465947507758513
56,1.5999414388168386e-05
57,4.3752104659819634e-10
58,4.2976150306681526e-11
59,4.311908649654121e-06
60,4.555017364302521e-10
61,4.38556932784981e-06
62,1.4137058704836145e-05
63,3.6552898437576754e-08
64,0.001266724373012795
65,3.7019354633379526e-05
66,1.4583731617987435e-07
67,0.0005359672131546037
68,0.001244321141888047
69,6.274618583785785e-06
70,2.6672336764473308e-09
71,0.005691331236614256
72,0.00019300169587485933
73,0.001858685953274833
74,3.3524440374752566e-08
75,2.5865626895949375e-09
76,4.37920431956119e-06
77,6.80161234781065e-05
78,0.0001598116712965756
79,2.1012881864392016e-09
80,2.0710599669588364e-07
81,8.1813220502465e-09
82,5.289739077076686e-06
83,6.295663092428239e-09
84,0.07938288710862494
85,7.658033487894917e-08
86,1.7340206576709724e-05
87,0.0002460889649156251
88,5.620459520819803e-09
89,3.434925752176418e-08
90,0.0383621250510054
91,1.3437127016129771e-09
92,4.464937939662995e-10
93,0.028185832735333947
94,3.0044689403214634e-09
95,1.9695147629192074e-05
96,1.4785769126548922e-09
97,1.24625045368676e-05
98,6.894745270880445e-07
99,1.6278782951701735e-11
100,2.1175114582511587e-06
101,8.865799133318979e-08
102,0.00015823891418841163
103,4.899423348932525e-06
104,0.00010403705777997149
105,6.043741487017293e-08
106,1.1762733946922044e-05
107,1.5213370044568145e-07
108,1.1345851853520109e-05
109,4.585442867270849e-08
110,4.071521160493801e-09
111,2.6511084583447774e-06
112,1.0540750378170116e-11
113,3.558510933753969e-05
114,1.0853592553136934e-08
115,6.151575420984376e-11
116,8.715191702851689e-10
117,7.904036830470833e-06
118,3.888307814641789e-08
119,1.9935954888640726e-07
120,0.00024720484863742146
121,4.74748692179801e-09
122,2.5075653818287667e-08
123,1.2664055155120733e-05
124,2.2579050266446857e-05
125,0.006987914951221487
126,2.520160780764542e-10
127,1.412195562672871e-12
128,1.8447168691639218e-06
129,8.231746870758603e-07
130,0.00020996276503098778
131,8.728090669988502e-05
132,5.639661962828729e-07
133,0.0030278547874405867
134,1.875865464446052e-05
135,8.441422411011921e-09
136,0.00021351396747873116
137,4.772565329677202e-07
138,0.0004283454600523989
139,7.526915345198547e-07
140,5.494473456899604e-09
141,7.324942254602046e-11
142,6.334554155216048e-05
143,1.1908334039006056e-05
144,0.00018460093130183002
145,5.68549247907577e-08
146,1.1546379748409995e-05
147,4.492952377025729e-09
148,0.014317373344358297
149,3.277092773700686e-08
150,0.014890766099669201
151,7.544334710479358e-09
152,0.004115276672053739
153,1.0427418713149284e-05
154,0.00038328636470145576
155,7.116934046320436e-08
156,1.7013054904476242e-08
157,4.891438927783199e-07
158,0.003483473690751665
159,1.4323293546280309e-06
160,4.320414216780179e-09
161,0.01346421891411364
162,1.2628206587859923e-06
163,3.942219725559299e-05
164,3.109008564200485e-07
165,1.4365376068995648e-13
166,6.489107805361788e-06
167,0.005517243377659182
168,3.277092773700686e-08
169,6.450022897107842e-06
170,1.395017197333106e-07
171,2.8550428751745793e-07
172,0.0002933168635127385
173,4.210391095184649e-05
174,2.708772640008415e-07
175,0.022624594443077652
176,0.005656761832126189
177,0.0005349432868847095
178,5.612170653044259e-06
179,2.0839186360062784e-07
180,1.5059892356761656e-05
181,2.0588429201918865e-09
182,6.113017648631149e-09
183,1.0622813857846124e-06
184,7.667943117771901e-07
185,6.592013120374056e-06
186,8.848485695257404e-08
187,1.1878980218119268e-09
188,1.4587569566836674e-09
189,2.1056842022829157e-05
190,5.777887188101284e-06
191,6.45644855706144e-07
192,1.896921114814762e-07
193,0.014702526998166529
194,2.3784092968978732e-05
195,2.9188690912641886e-06
196,5.566469614768117e-07
197,0.0004260989269396452
198,2.4737562611513512e-06
199,8.818643505638942e-07
200,3.851821028380663e-07
201,9.324619539637825e-06
202,0.0056174575069568395
203,1.4626995785391555e-09
204,1.743193513905327e-08
205,0.001169073003071178
206,8.574331781054326e-14
207,1.7112233355686458e-07
208,0.0022614232430876184
209,8.496756049359766e-11
210,2.8030928816324936e-07
211,0.00012186323033714593
212,0.017146815933949885
213,8.179690864467524e-10
214,0.010237846068458884
215,0.0015438326767360947
216,0.0002242148769383691
217,0.0252452898922596
218,0.0005387648579814484
219,0.004320271340048151
220,7.919162981868278e-07
221,4.140925100071769e-08
222,2.298946090833359e-07
223,0.011644761770219019
224,0.000625382839874553
225,8.021932782177649e-05
226,0.0027164420890161355
227,0.04742558586404098
228,5.811367116327998e-06
229,1.2947556168679481e-08
230,0.0061843114299892765
231,1.54252420429297e-07
232,3.849785056267264e-07
233,1.1099541228123734e-06
234,1.3787083685243223e-05
235,1.881154263801997e-06
236,1.5286602942438184e-05
237,1.428238286763486e-05
238,1.0865901879124638e-09
239,3.3493878636815818e-06
240,2.488055406947861e-06
241,6.407972414934436e-05
242,1.0553137374431257e-13
243,1.477424705052136e-15
244,6.077715879508117e-08
245,7.811396182310213e-06
246,2.2280549344250357e-07
247,0.018252645298193967
248,1.3394039265982563e-06
249,6.41398255707104e-10
250,7.95898245114007e-05
251,4.8382010667255514e-06
252,1.6536365960452011e-07
253,5.003745441758654e-07
254,1.714844020015246e-07
255,3.6591096675944914e-07
256,5.051538338927007e-16
257,2.427593328849124e-08
258,0.0002930042162645599
259,0.0002950026306762633
260,1.113221059574185e-07
261,2.123435231186628e-06
262,0.0005345145402789836
263,4.5901707244991375e-09
264,2.7387778665544884e-06
265,3.8345029206205494e-05
266,8.712754610807495e-12
267,1.0326361656153508e-18
268,8.480669569097481e-05
269,6.911804901860605e-05
270,1.1001421455536728e-06
271,4.3317161182909895e-06
272,1.0406623486001665e-07
273,2.8095370077881866e-06
274,0.0020971963076973506
275,0.022586041665337453
276,1.2413338204436275e-11
277,6.450022897107842e-06
278,0.0003031235088059835
279,9.153763601080888e-08
280,1.6488892304761237e-06
281,7.859011219971755e-06
282,6.477898093483872e-05
283,2.7557251455400205e-06
284,9.560672506170962e-06
285,5.280953005106722e-07
286,1.6059911076904476e-13
287,0.0004912355137306788
288,2.129982067470757e-10
289,2.272458414919951e-06
290,3.3486950134868515e-06
291,2.9495658166893616e-09
292,8.180633978183511e-09
293,2.951123170563567e-07
294,2.5290525142413478e-09
295,6.10565390373356e-05
296,6.782105138501135e-09
297,3.992776242862282e-08
298,1.136413057121263e-06
299,4.0912445390526025e-08
300,9.326479647710889e-09
301,5.769655877892636e-07
302,1.2148005281564548e-05
303,7.493579030107084e-09
304,0.014299071240595639
305,0.0017980087355440985
306,1.3218983067944222e-08
307,0.00041547438392263434
308,3.206107275525592e-06
309,3.053047834448672e-06
310,2.430430169914438e-10
311,0.0002147767375918793
312,0.0003913590264533818
313,0.0005943359837565032
314,8.179690864467524e-10
315,0.00012225976877263176
316,1.4814710326546956e-07
317,1.9254789548698125e-05
318,5.160924042754801e-08
319,1.5464873955443137e-05
320,9.775285436953737e-05
321,0.004746233142201947
322,1.750675507017205e-06
323,2.0658629151153412e-07
324,0.0009597763924473178
325,0.012906326895198503
326,0.008916654170154952
327,6.384246381744545e-06
328,8.284505172419273e-07
329,4.320414216780179e-09
330,3.6221172173885618e-09
331,9.986613322113757e-05
332,5.749189058582268e-06
333,0.46906196883780066
334,1.7622178669345422e-07
335,2.103504313984619e-08
336,9.496910063801387e-06
337,0.000855362017506779
338,0.00037777357642446917
339,6.863728419650564e-08
340,0.000437660186682914
341,5.402264276941998e-07
342,4.1891025339334015e-06
343,0.00014938616751512126
344,5.9094022726571395e-06
345,0.004203168270837872
346,1.3378432963079871e-05
347,0.9316033022271553
348,6.844307668485953e-11
349,7.005451340661308e-08
350,0.0026705520726965776
351,8.373755218674751e-07
352,6.405339414581419e-05
353,0.00011448556284006047
354,0.0034890680809175254
355,0.03373271138420658
356,3.684644638315818e-10
357,1.3338782209100348e-10
358,2.04185830582357e-09
359,0.000831412634743426
360,1.92373849676968e-06
361,0.003186606242428943
362,9.472904908353393e-08
363,5.828454460392278e-07
364,2.116451300713579e-06
365,2.398251228399189e-14
366,6.437130432836234e-14
367,6.594344891090512e-08
368,2.1834829369789275e-07
369,1.9451636243481546e-05
370,6.96111319416119e-06
371,3.434925752176418e-08
372,3.6426270748892196e-09
373,7.53116940977067e-07
374,1.1953032209359538e-11
375,8.840134255739231e-09
376,7.390544027698484e-05
377,0.0005727997818803114
378,9.985519570045254e-06
379,5.821797456962473e-07
380,2.8762217289547822e-05
381,5.188157143046744e-09
382,0.0070706766624270435
383,5.244464490704594e-09
384,6.356074619139781e-09
385,0.012991857855275192
386,4.720402908927847e-09
387,0.00019536965743657697
388,7.9790780137904e-06
389,1.4935339821229267e-05
390,3.6121832762874506e-06
391,6.022416646759597e-06
392,6.145933037430445e-05
393,4.786876504748996e-07
394,4.4808003410322207e-07
395,1.5004524083460065e-05
396,3.0872118384975067e-06
397,6.592850025155188e-10
398,4.188466679608474e-07
399,1.0549427974121664e-10
400,3.310624664625003e-11
401,2.8047665195631993e-08
402,3.801462523840151e-05
403,1.7541038441029826e-05
404,0.2650568626104932
405,0.0009958316849160596
406,2.623652997916688e-07
407,2.573760949449351e-06
408,2.4937270379716748e-06
409,0.00011244225939291377
410,3.0715995294879285e-06
411,7.560623601460984e-06
412,1.0589857899629617e-09
413,1.899043219376739e-07
414,2.3058975908213753e-09
415,1.4110793802078564e-13
416,7.0783518817132e-06
417,1.3803160768498714e-06
418,2.0774840705711954e-07
419,2.2455544520823285e-09
420,0.00017933100957834194
421,0.0010959050548678749
422,3.434925752176418e-08
423,2.0253916388291565e-09
424,8.067063960118262e-11
425,5.23900331978558e-15
426,0.06170095157043005
427,0.0002745932132004495
428,2.0521577829640222e-16
429,1.6016637198771895e-07
430,4.320414216780179e-09
431,1.3418877225631308e-09
432,0.007440551010382455
433,3.3319570044360556e-10
434,2.870683879551697e-06
435,2.228685605299179e-08
436,6.059674592142569e-08
437,1.1987325789536518e-06
438,1.0008503492286617e-05
439,1.2122321174745546e-08
440,7.817079905673177e-09
441,1.600642442844176e-05
442,1.3004953820973515e-06
443,1.348785327850018e-08
